provincia,departamento,localidad,tipo,subtipo,nombre,direccion,piso,cp,telefono,email,web
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Piedras 730,Piso 6,C1038AAO,4326-4395 - Fax: 4328-4357,biblioteca@oftalmologos.org.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Bibliotecas Raúl Prebisch y Tornquist,Piedras 730,,1055,4361-5745 Fax: 4361-5745,cdoc@serpj.org.ar; serpaj@serpaj.wamani.apc.org; marcel_bertolesi@hotmail.com,www.serpaj-ar.com.ar/spip/article.php3?id_article=18
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Central,Chile 832,,C1270AAH,4301-5223/5240/5248 Fax: 4301-5248/5323/5240,biblioteca@vaneduc.edu.ar,biblioteca.vaneduc.edu.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Chile 654,,1322,4349-3480/4107,ssalin@mecon.gov.ar,www.mecon.gov.ar/cndc
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Ingebi,Av. Paseo Colón 717,Piso 1,C1428ADN,(011) 4783-2871,ingebi@dna.uba.ar,www.ingebi-conicet.gov.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Paseo Colón 717,Piso 3 B,1067,4342-7817,info@vial.org.ar,www.vial.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Central,Paseo Colón 717,,C1073AAO,4010-7724; 4014-7129,biblioteca@uade.edu.ar,www.biblioteca.uade.edu.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Belgrano Av. 4299,,,4611 4800,informes@uflo.edu.ar; bpuleio@uflo.edu.ar,www.uflo.edu.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro Victoria Ocampo,Chile 460,Piso 3,C1425EID,,bncvo@red.bibnal.edu.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Agropecuaria,Chile 460,,1005,4324-4700 Int. 784 Fax: 4325-8231,biblioteca@ruralarg.org.ar,www.ruralarg.org.ar/biblioteca.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Cim (Centro de Información Metropolitana),Chile 460,,,4789 6293 - Fax: 4576 3208,cimmai@fadu.uba.ar,www.fadu.uba.ar/cim/index.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Documentación y Consulta,"Moreau de Justo, Alicia Av. 1500",,1042,4379-8700 Int. 140,biblioteca@cpacf.org.ar,www.cpacf.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,"Acevedo, Eduardo 54 ",,1049,4320-5706 Fax: 4320-5784,delaplaza@safjp.gov.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Av. Belgrano 2975,,C1437HTR,"(011) 4912-0017, 0021 Int. 276",nbloomer@ceamse.gov.ar,www.ceamse.gov.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca de Ciencias Sociales - Enzo Faletto,México 564,,1026,5238-9300,mccorda@flacso.org.ar; consulta@flacso.org.ar,www.flacso.org.ar/biblioteca.php
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Memoria Abierta - Proyecto Tratamiento Documental,México 571,Piso 1,1022,4372-8594/4373-6073 Fax: 4814-3714,apdh@apdh-argentina.org.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Balcarce 610,,,4982-2309,tusitala@dobhp.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca de Seguridad Social Dr. Ricardo Moles,Balcarce 610,Piso 2,1064,4015-6037/9 / 4015-6058/6019/6078/6087.Fax: 4015-6039,salbornoz@anses.gov.ar areabiblioteca@anses.gov.ar,www.anses.gov.ar/info_util/biblioteca/biblioteca.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Paysandú 752,Piso 2,C1050AAD,(011) 4811-0043 - 4816-3422,biblioteca@abgra.org.ar,www.abgra.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Venezuela 1538,,C1426BGI,011 4781-3236 4784-7584,biblioteca@sapsicoanalisis.org.ar ignaciomancini@gmail.com,www.sapsicoanalisis.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Administración Documental,Piedras 547,Piso 1 Of. 103,,4320-1260,cad@sedronar.gov.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Área de Documentación y Archivos,Piedras 547,Piso 1,1070,4334-4200 Fax: 4334-4200,cels@cels.org.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Carlos Cassinelli,Belgrano Av. 2528,,1096,4308-5261/65 Fax: 4308-5259/60,cendoc_ate_cta@yahoo.com.ar; biblioteca@cta.org.ar; ate@rcc.com.ar,www.ateargentina.org.ar/idep/cendoc.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Belgrano Av. 2527,,1425,4808-6000,bibnal@red.bibnal.edu.ar,www.bibnal.edu.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Av. Paseo Colón 568,,1684,11 4751-8001 Al 8007,irengomez@yahoo.com.ar /ingresocmn@ejercito.mil.ar,www.colegiomilitar.mil.ar/2008/home.asp
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Venezuela 931,,1071,11 4021-7811/13/15/16,marcel_bertolesi@hotmail.com,www.serpaj.org/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Reinaldo J. Suárez,Venezuela 931,Piso 2,1017,4811-0043/4816-3422,secretaria@abgra.org.ar abgra@ciudad.com.ar biblioteca@abgra.org.ar,www.abgra.org.ar/biblioteca.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca General Belgrano,Paseo Colón 533,,1426,4576-5690 Int.6034,esgbib@iese.edu.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Venezuela 634,,,4372-8286/8394,bibliotecajvg@buenosaires.edu.ar,institutojvgonzalez.buenosaires.edu.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Belgrano Av. 1720,Piso 1,,011 4815-6976 / 4812-9327,academiadederecho@arnet.com.ar,www.academiadederecho.org.ar/biblioteca.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,"Direccion Nacional de Comunicación, Información y Difusión",Urquiza Gral. 277,Piso 5,1063,4345-7384/ 86 / 4342-9010/9098/9120 Fax: 4345-7384/ 86,cedoc@cnm.gov.ar,www.cnm.gov.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Aaot,Av. Belgrano 1580,,C1128ACB,"(011) 4801-2320 Int. 106, 107",biblioteca@aaot.org.ar,www.aaot.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Belgrano Av. 1580,,C1428,5777-3200 Int. 3964,biblioteca@fleni.org.ar,www.fleni.org.ar/web/investigacion_biblioteca.php?idioma=es
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Argentina de Nefrologia,Av. Belgrano 1370,Piso 4,C1092AAR,(011) 5555-1700,ban@renal.org.ards@renal.org.ar,www.renal.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Del Docente,Belgrano Av. 1370,,1133,4305-7202/7219 Fax: 4305-7204,infobibleduc@netizen.com.ar; bibleduc@netizen.com.ar,www.bibleduc.gov.ar/areas/educacion/bibleduc/index.php
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Documentación,"Moreau de Justo, Alicia Av. 1300",Piso 12 Of. 50,1010,4816-4401 Fax: 4816-1997,centrodoc@fiabnet.org; postmaster@fiabv.org.ar,www.fiabnet.org/es/categoria.asp?id_categoria=42
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Alfonsina Storni,Venezuela 1538,,C1095ABD,4381-9345,biblioteca_storni@buenosaires.gov.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Moreno 2480,,C1425FNJ,4773-5825/4777-4295 Fax: (54-11) 4772-7243,biblioteca@eseade.edu.ar,www.eseade.edu.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Lascano 3840,,,4771-3762,maldonadomonicam@yahoo.com.ar,ieseccleston.buenosaires.edu.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Moreno 1850,,C1426CUH,"4775-7867 / 7985 Int. 20, 21, 22",biblioteca@apdeba.org,www.apdeba.org
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Aidis,Av Belgrano 452,,C1093AAQ,"(011) 4381-5832, 5903",biblioteca@aidisar.org,www.aidisar.org.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Archivo,Belgrano Av. 452 P,,1041,4331-1775/7943 Fax: 4331-1775,bpmuseo@bapro.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Documentación E Información (Cdi),Pasco 255,Oficina 200,C1064AAH,11 4349-5000,agacos@mecon.gov.ar,cdi.mecon.gov.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Archivo Histórico Del Instituto Histórico de La Ciudad de Buenos Aires,Paseo Colón 367,Piso 1,C1183,4981 5265 Fax: 4981 5625,ihcba@buenosaires.gov.ar,www.buenosaires.gov.ar/areas/cultura/museos/mhcba/index.php
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Del Instituto de Geología y Recursos Minerales,Moreno 909,Piso 9,C1067ABB,(54-11) 4349-3200,mjanit@secind.mecon.gov.ar,www.segemar.gov.ar/db/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Documentación E Información Científica,Gascón 88,,,4304-3393 Fax (54.011) 4304-3393,biblioteca@hbritanico.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Moreno 350,,C1428ARS,(011) 5777-3200 Int. 3964,biblioteca@fleni.org.ar,www.fleni.org.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Documentación,Ambrosetti 601,,1067,4349-9145 / 9147 Al 9152,cit@cnc.gob.ar - cwuhsagk@cnc.gob.ar,www.cnc.gob.ar/institucional/biblioteca/index.asp
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Información y Documentación,"Irigoyen, Bernardo De 248",Piso 13,1004,4394-1430/1538/1639/1737/1836 Int. 60,adeba@datamarkets.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Digital-Catálogo Idaes En Unsam,Perú 272,,,,,www.biblioteca.no-ip.com/pergamo/unsam/cgi-bin/pgopac.cgi?form?default
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Manuel Nicolás Savio,Azopardo 250,,1426,4779-3345,estbib@iese.edu.ar,www.ingenieriaest.iese.edu.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Bilbioteca Vcom Juan Rawson Bustamante,Azopardo 250,,1104,4317-6000 Int.14332 y 15846,bibliot@faa.mil.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Central,Azopardo 250,,C1072AAF,4344-2000. Fax: 4334-5813.,mcendoya@bago.com.ar; bibliote@bago.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Unidad Investigaciones Contables,Bolívar 263,Piso 3,1310,4349-6741/6619,consultacgn@mecon.gov.ar,www.mecon.gov.ar/hacienda/cgn/default1.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Av. Julio A. Roca 651,P.B.,C1097AAL,4361 6520 Int. 15 - Fax: 4361 6013 ,invega@infovia.com.ar,www.inmuvega.gov.ar/inmuvega/bibliote.htm 
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Del Instituto de Biologia y Medicina Experimental,Av. Julio A. Roca 651,,C1428ADN,(011) 4783-2869,dbecu@dna.uba.ar,www.ibyme.org.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca de Ciencias Sociales,Hipólito Yrigoyen 2441,,C1026AAC,(011) 5238-9396,consulta@flacso.org.ar,www.flacso.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Uflo,Paseo Colón 275,,C1406AJO,4610-9050 Int. 118,informes@uflo.edu.ar; bpuleio@uflo.edu.ar,www.uflo.edu.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Paseo Colón 275,Piso 6,1063,4348-1724/48 Fax: 4348-1711,biblioteca-cnce@mecon.gov.ar,www.mecon.gov.ar/cnce/biblio/ic_biblio_centroinfo.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Información Documental Educativa.,Misiones 55,Piso 1,,4343-4424 / 4339-1717,cinde@buenosaires.esc.edu.ar,www.buenosaires.gov.ar/educacion/planeamiento/cinde.asp
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Informacion Documentaria,Av. Pte. Julio A. Roca 609,Piso 1,C1010AAZ,"(011) 4812-3223, 3065^D(011) 4811-0570, 4133",caibib@cai.org.ar^icai@cai.org.ar,www.cai.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Hidalgo 775,6 Piso W,1001,4815-3222 Fax: 4793-9639,cietctr@sinectis.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Informacion,Sánchez de Bustamante 27,,C1126AAF,(011) 4804-2879,info@acaedu.edu.ar,www.acaedu.edu.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca. Centro de Documentación E Información Bibliográfica En Tercera Edad,Sánchez de Bustamante 27,Piso 2,1008,4345-3666 Fax: 4345-3666,cibte@pami.org.ar,www.pami.org.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Centro de Documentación E Información de La Oficina Iica En Argentina,Perú 103,Piso 5,1072,4345-1210 Fax: 4345-1208,bibliotecaiica@iica.org.ar,www.iica.int/esp/regiones/sur/argentina/paginas/publicaciones.aspx
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Sistema Integrado de Informacion y Documentacion. Biblioteca Dr. Carlos A. Durruty,Hipólito Yrigoyen 1750,,,4822-4886 / 4824-4096 Int. 30 y 33,postmaster@scdaga.org.ar biblio@aqa.org.ar info@aqa.org.ar,www.aqa.org.ar/biblioi.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,"Yrigoyen, Hipolito 1750",,C1089AAH,011 4010-3000,coordinacion@bcnbib.gov.ar; drg@bcnbib.gov.ar ; drl@bcnbib.gov.ar,www.bcnbib.gov.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Servicio de Información Pública y Biblioteca,Bolívar 191,Piso 3 Of 342 Y343,,4349-8663,emoliv@mecon.gov.ar,cdi.mecon.gov.ar/juridicos/home.htm
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Somaini,"Yrigoyen, Hipolito 1628",Piso 1,,4373-3934/4420,info@caf.com.ar,
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca,Saavedra 15,,C1426AAA,11 4779-3300,estbib@iese.edu.ar,www.ingenieriaest.iese.edu.ar/index.php
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Cpau,25 de mayo 482,Piso 2,,011 - 5239 - 9423 / 21 - 011 - 5238 - 1068 interno 123  / 121,biblio@cpau.org,www.cpau.org
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Del Iafe,Saavedra 15,,C1428EHA,(011) 4789-0179 Interno 107,biblioteca@iafe.uba.ar,www.iafe.uba.ar/
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca Rafael Herrera Vegas,Saavedra 15,Piso 1,C1425AUM,(011) 4805-3415,acabiblio@biblioteca.anm.edu.ar,www.biblioteca.anm.edu.ar
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,Biblioteca y Centro Multimedia,Saavedra 15,,C1427CWO,(011) 4524-8493,hemer@fvet.uba.ar,www.fvet.uba.ar/rectorado/biblioteca/index.php
Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Espacios Culturales,Bibliotecas especializadas,"Centro de Documentación, Biblioteca y Servicios de Información Documental",Saavedra 15,,1046 AAD,4951-5485,secretariatecnica@cps.org.ar,www.cps.org.ar/_idis_completo/idis_areas_documentacion.htm
